date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
2020-08-04 08:30:00,195.63196460882847,210.02505766549444,202.82951254941145,221.56980892236615,215.82304844524904,212.11293847504936,197.52490839894912,214.5646175531473,207.4601151050539,209.85599043276574,222.90925095397688,222.35629606837904,204.75749062992236,203.4939622743792,197.54706988546832,199.77014387745555,211.2328035158848,193.42028306954356,206.6500723947283,202.3000272234206,192.43725699825302,199.90185090406095,195.46779616021294,203.2552421157626,222.13738480557444,218.25503709339753,195.51098188816138,210.60941234451732,206.77628188421892,209.33348982284846,185.15183732720487,201.18020883051832,212.81715821860487,201.26208341818295,213.93377399568283,206.13290650372423,219.6615680986442,204.97211826231538,199.16188304355217,194.00053132885583,201.36274910365887,205.68888072192732
2020-08-04 11:00:00,218.83361567109824,193.6636384409244,182.8073015108963,213.00565670301694,194.65796489801997,216.78727443341361,201.66209952975913,215.9533161782351,201.58626971215628,204.23379311294616,208.49911703027377,184.6691523878591,208.23892467836362,200.2486844463625,194.25287677815697,205.07063124601814,207.81392083133724,211.46589854664566,200.42430457586764,198.41764640816126,199.84173356202177,194.52222187227972,224.28713382575808,203.14347520178708,210.30061727019012,199.41842595307043,193.70327634133406,206.77746129250184,188.7772473480791,206.4627718484115,202.78020003253442,214.54673256193738,218.56075553552145,203.9065261551243,196.64564367465115,189.94366345061002,196.53701264043642,215.60231094144166,217.91955331944123,195.03336000973485,202.34682345926186,209.71328874632658
2020-08-04 15:00:00,222.54923915192276,200.63236219409717,204.05380321557425,198.74922991060112,193.89671898358458,201.00540428286868,199.51659103028712,209.1828585273806,205.42513784662862,197.45747158838546,193.7499835627513,174.33613642839163,191.02068733086213,203.37229474579627,212.30813799088318,209.18077171198289,203.17188249527166,225.14112079095423,203.64755127266542,180.87114021581493,194.14448710410085,214.03454485197867,204.63984782839037,213.0770847695018,206.16079928148153,194.2493363767244,203.74905443522678,205.7970252029186,207.63224938797705,223.6742635785729,218.82663506636024,210.45905841202614,202.11090944087778,219.8968203069159,189.8150971439281,198.06925336402415,184.97562201351806,198.66826128202987,189.0101913260694,204.87903302352734,185.87278794081737,196.96177408085146
2020-08-05 08:30:00,177.90122106424997,167.17021219532643,178.67422645580018,180.0819917010523,197.03036795576833,182.86125432612096,182.13825895596625,163.8474090008732,175.9765013886942,170.64313417462827,191.8674195533788,188.08168557392503,173.08550608721828,205.8544319494683,200.2655546912777,176.75147784465327,169.17547143707185,192.74332437341846,198.71593863250246,180.82733800848362,181.16281649615624,189.68751033114233,190.74512444641783,195.49386441933575,165.8162839237667,195.53172360546313,180.9476378809175,199.38596437687258,171.72877102146884,185.4096266129164,191.5614566932564,174.1346129335804,173.56030803497129,165.62516280696738,177.09072000768379,193.28279302935246,187.99649055762544,172.2522741900759,183.70680718531383,191.10946383092698,179.24250964911667,181.60364165285856
2020-08-05 11:00:00,180.84729374994978,186.69645348317027,184.825756714488,180.1160091782719,190.99751142992338,177.77935947246675,180.83251178073297,173.57424504541132,174.426271085691,148.63606124866087,170.48333248853507,192.71346100243346,193.4151336796602,192.6176326034672,171.4695771676971,187.82288298512685,174.4684774949819,169.04305396486865,180.67812690830615,167.37536085376806,188.86090264699106,196.4179059108167,174.31922885659324,179.99281194575815,158.46133401751283,186.88399559065988,173.53635391726795,170.5586402303549,154.9923781231515,195.12329032220552,171.77834451530836,171.31772696554248,185.7867796627603,171.38833997030605,169.80628800867632,168.5031998902361,198.22322581624425,183.76764287033916,183.77103837458935,203.55307423270756,187.43826301425716,155.90571293160426
2020-08-05 15:00:00,189.2523872508929,179.98703149512997,175.10513065825336,162.40705072059978,175.19445246349278,183.79684994837135,162.20490247893372,179.4223181228801,177.13772546349776,185.5282128253135,198.96093062079575,184.75727922638197,189.93628921776326,180.89261637048565,184.31516188419295,187.75832308784823,184.8398968309855,163.30647753479224,179.06173984279513,176.67448249222448,184.42089950609883,187.10809851722863,178.850104301964,171.6652596002666,175.5660807039131,177.23570099276554,175.08516747652055,181.4394148499687,170.1981152058908,186.25755165374102,178.99883862212607,152.8509295495582,168.56779744929636,194.12281387338365,171.04528720636083,174.59249701125682,182.39872368164626,172.58203089355968,172.59701830772045,181.08107419917434,185.64686761635704,180.82154146028878
2020-08-10 08:30:00,163.59106665626186,179.18342080278993,175.08491140394116,173.27122862221776,157.05352174145858,153.79799089768358,161.70245306178302,157.76236160223428,154.42769214349752,156.35703367620812,166.5208095309404,155.23921606696211,172.2207957225445,158.6509775328843,158.37217930850227,162.12584795659376,158.97209433306233,166.61262860152632,148.90595273435585,163.82007874918864,156.09386329057074,153.27292307448124,180.25578621919556,167.3939931791411,157.978305872407,150.6729302374029,155.08034975328582,162.3407998386171,156.18286288598148,159.47295858920467,161.94550513764779,159.20048687960727,141.40200632347793,163.584382848846,145.79951956268417,146.62822690490222,173.5822619564857,169.0424795934514,162.55371397401592,154.7228111896548,172.0956249949364,155.55690198553464
2020-08-10 11:00:00,164.29163640348136,158.11592806815324,160.07566932095267,170.082044418091,173.71067019276282,169.16557644147497,161.5664831870359,155.70669519525185,150.4843819892813,159.84548534586025,172.1729426607752,158.8066987178768,161.00202833840825,171.68364179390787,175.69950725974698,154.7095303803163,156.030672505108,160.29666573215204,163.30678017115997,178.07610957571484,173.61235782233786,172.1009372051769,176.69894337650828,150.85884657017078,145.69824277901154,169.20733228002018,156.86547309609801,156.68742887406205,168.383182148844,173.0544981520258,173.40391890633146,147.06080560676605,168.45083040017448,156.32144582916146,180.33546661085052,160.7199391641623,173.9000168580445,144.1325921419584,176.38102653101421,154.14200132192678,165.384391992821,163.03651493570715
2020-08-10 15:00:00,151.46518492229907,148.7957458690455,163.50321086188572,162.63284191574908,152.9692721901459,150.8357865413433,147.21540156604712,158.9082654629846,157.82588374265137,151.3970075537924,144.61795106182637,162.4956638892235,169.80545787588838,168.7063244471399,146.46262090678175,156.9656477887872,147.62335304621672,170.77221101524282,174.48433538228997,178.66875410746974,157.2699546431765,146.79002763660358,166.87980812734253,170.4641481349413,168.92293642006132,167.60105189677702,154.06046389760763,165.23154507603462,170.61399457940234,157.1871460378751,160.28997193637846,159.09551908980737,178.06891375046555,169.4675759889302,156.54954252876155,156.66880054244902,157.99855001625963,172.43114809808716,164.4421208821169,155.98025839853113,166.9385119023296,158.39168846841937
2020-08-11 11:00:00,168.24174039075442,165.7075602564019,180.77883507521446,161.67056911881775,178.59136776985557,183.37534798094347,171.30684697206482,180.02258404401485,164.81666450563893,165.26049435194463,175.82712514192008,172.4526684301339,131.67817967436912,169.42153219853864,172.2226037442661,193.70795881889646,175.81715433194623,171.01562593179082,173.2836169121371,163.05114923148477,175.92518943904045,172.87306384040892,168.89416805137273,164.66519502676448,169.4885153742844,186.10780304778865,180.42764555185323,169.40385938304493,161.7394938887129,178.85409496408775,179.81307855468842,166.05720176008506,197.00481636012012,167.3390732269062,190.3628994710254,166.3609553403896,195.33873949181097,169.46563243931345,180.2366818852772,152.08809162085953,163.44758989123147,162.74414874049634
